Author,Review Date,Rating,Title,Review Text,Date of Stay,Trip Type
Llaly G,Jun 2023,5.0 of 5 bubbles,Amazing experience,Check in with my family and it was an amazing experience from the moment we step in the doors of bai hotel concierge andrei and jerry were very attentive and helpful with our bags and luggage and assisted my senior mom thanks to very pro active concierge team and also the moment we check in FO claire and mary is there to welcome us with a beautiful smile it really brightens up our day i don't mind waiting for a minute or hour for my room to be ready if the ladies standing in front of me are as smiling and beautiful as Mary and Claire. It really was a good start and so we arrived in our rooms and TO ray right a way did a courtesy call to check on us with our room and our internet and everything he really wants to make sure that everything was in good place thank you soo much Ray and also for providing us all the informations we need i think theres no need for me to read those signages and ask someone about the hotel because Ray really did gave us all the information we need it was a wonderful day and we are treated like royalty especially when the duty manager pia aproaches us in the lobby and checked if we had a great time and even offered us a late check out coz we arrived late already i was supposed to ask that to the operator i wonder if pia can read my mind she really knows how to anticipate which a very important skills for a duty manager this is just a good example of an excellent service and we will definitely comeback and will surely refer this hotel to my family and friends thank you soo much to all the wonderful staffs at bai for making our stay wonderful.,May 2023,NA
Jet63774754871,Jun 2023,5.0 of 5 bubbles,One of the best,One of the best place you can celebrate any occasions. All foods are delicious and all crews are accommodating especially Ms. Princess. You will surely enjoy what you paid for. Will come back soon ...,June 2023,NA
Mariel C,Jun 2023,5.0 of 5 bubbles,Worth the price,"The food and service are great. Definitely nothing’s a waste. Good food and good time indeed. Applause to our server, Princess for being so accommodating. Good job! Worth the price. We will be coming back for sure!",June 2023,NA
Maridel F,Jun 2023,5.0 of 5 bubbles,"Very Accommodating all staff. Especially Ferlyn,  Cherry Mae, and Aldrin in  2F Buffet area.","Was very comfortable🥰. We can sleep 😴😴😴😴very thight and feels good😊 love it.. Excellent.The room is beautiful, Lovely 😘😘😘😗😗😗😗 i wanna go back again here and i can recommend this Bai Hotel to all my friends😊 Thank you for a wonnderful accommodation here😘",June 2023,NA
Marlowe Joseph A,Jun 2023,4.0 of 5 bubbles,Appreciation to your staff,"I commend the professionalism of Nimue and claire. For assisting me at the front desk. Also, I would like to give a tap on the back of all your staff for a job well-done, esp. To Quin Faular who ensure our food are being serve on time during our 3 days training at lakandula. Her services to us customer is remarkable.",June 2023,NA
Dream34065773644,Jun 2023,5.0 of 5 bubbles,Amazing!,The mocktails are so good along with the appetizers! The service was also extraordinary. Thanks to Miss Stiffany along with her staff for being so accommodating. It was such an amazing experience ever!,June 2023,NA
Harley S,Jun 2023,5.0 of 5 bubbles,Delectable and scrumptious food,"The food is spectacular and scrumptious. I love the selections Cafe Bai provided to its diners. So far my favorite section is the Japanese Section, I may be biased since I love Japanese foods but so far Cafe Bai presented delectable Japanese food",June 2023,NA
Harold S,Jun 2023,5.0 of 5 bubbles,Family Dinner at Cafe Bai,The staff were very accommodating. We didn't have any problems on our visit. The food was great and delicious. We didn't have a hard time and our bellies are so full. Ten out of ten would recommend here.,June 2023,NA
Roving11761573612,Jun 2023,5.0 of 5 bubbles,Pleasant Stay At bai,We enjoyed the hospitality throughout the facility. Antone at the pool bar took especially good care of us. All our requests were fulfilled promptly and courteously. The breakfast buffet had a nice variety of foods and enough items changed day to day that it did t seem repetitive.,June 2023,NA
Resort344570,Jun 2023,5.0 of 5 bubbles,Great Hotel with Friendly Staff! 😍,"Super nice hotel!. Me and my friends would surely choose it again next time we visit Bai Hotel. Great location, great service, with friendly staff in Lobby Lounge especially Charo, she's pretty, very accommodating and considerate. Good value for the money. Breakfast in Cafe Bai was delicious also. Very comfortable rooms. I would definitely recommend. Thank you!",June 2023,NA
Llaly G,Jun 2023,5.0 of 5 bubbles,Amazing experience,Check in with my family and it was an amazing experience from the moment we step in the doors of bai hotel concierge andrei and jerry were very attentive and helpful with our bags and luggage and assisted my senior mom thanks to very pro active concierge team and also the moment we check in FO claire and mary is there to welcome us with a beautiful smile it really brightens up our day i don't mind waiting for a minute or hour for my room to be ready if the ladies standing in front of me are as smiling and beautiful as Mary and Claire. It really was a good start and so we arrived in our rooms and TO ray right a way did a courtesy call to check on us with our room and our internet and everything he really wants to make sure that everything was in good place thank you soo much Ray and also for providing us all the informations we need i think theres no need for me to read those signages and ask someone about the hotel because Ray really did gave us all the information we need it was a wonderful day and we are treated like royalty especially when the duty manager pia aproaches us in the lobby and checked if we had a great time and even offered us a late check out coz we arrived late already i was supposed to ask that to the operator i wonder if pia can read my mind she really knows how to anticipate which a very important skills for a duty manager this is just a good example of an excellent service and we will definitely comeback and will surely refer this hotel to my family and friends thank you soo much to all the wonderful staffs at bai for making our stay wonderful.,May 2023,NA
Jet63774754871,Jun 2023,5.0 of 5 bubbles,One of the best,One of the best place you can celebrate any occasions. All foods are delicious and all crews are accommodating especially Ms. Princess. You will surely enjoy what you paid for. Will come back soon ...,June 2023,NA
Mariel C,Jun 2023,5.0 of 5 bubbles,Worth the price,"The food and service are great. Definitely nothing’s a waste. Good food and good time indeed. Applause to our server, Princess for being so accommodating. Good job! Worth the price. We will be coming back for sure!",June 2023,NA
Maridel F,Jun 2023,5.0 of 5 bubbles,"Very Accommodating all staff. Especially Ferlyn,  Cherry Mae, and Aldrin in  2F Buffet area.","Was very comfortable🥰. We can sleep 😴😴😴😴very thight and feels good😊 love it.. Excellent.The room is beautiful, Lovely 😘😘😘😗😗😗😗 i wanna go back again here and i can recommend this Bai Hotel to all my friends😊 Thank you for a wonnderful accommodation here😘",June 2023,NA
Marlowe Joseph A,Jun 2023,4.0 of 5 bubbles,Appreciation to your staff,"I commend the professionalism of Nimue and claire. For assisting me at the front desk. Also, I would like to give a tap on the back of all your staff for a job well-done, esp. To Quin Faular who ensure our food are being serve on time during our 3 days training at lakandula. Her services to us customer is remarkable.",June 2023,NA
Dream34065773644,Jun 2023,5.0 of 5 bubbles,Amazing!,The mocktails are so good along with the appetizers! The service was also extraordinary. Thanks to Miss Stiffany along with her staff for being so accommodating. It was such an amazing experience ever!,June 2023,NA
Harley S,Jun 2023,5.0 of 5 bubbles,Delectable and scrumptious food,"The food is spectacular and scrumptious. I love the selections Cafe Bai provided to its diners. So far my favorite section is the Japanese Section, I may be biased since I love Japanese foods but so far Cafe Bai presented delectable Japanese food",June 2023,NA
