Rating,Review Text,SA,Sentiment
4,ambassador suite 18th floor great big spacious room humming sound coming night get used bed beddings comfortable excellent service cocktail hour club lounge breakfast lunch dinner uno delicious priced well best maintenance guy named renz fixed broken eyeglasses,0.9584,Positive
3,asked something came email twice reply nothing another hotel replied within one day service good tried use second customers discount couldnt use gyms service good didnt tell use locker,0.7003,Positive
4,occupants rooms near elevators surely suffer complain either fix elevators use rooms beside elevator well anything else least noise wont heard complained,0.0665,Positive
4,came hotel attend summit great view hotel outside like walt disney castle upon arrival staff courteous security measures strict even k9 dogs lobby big elegant went inside ballroom awesome large accommodate thousand people side think hotel somewhat old staff constant cleaning like carpet tiles toilet even leaking fixture caused flooding one comfort room overall great hotel stay,0.9812,Positive
4,stayed 5 times hotel stay always pleasant comfortable conveniently located needs nice impressive lobby rooms decently sized clean comfortable beds,0.9571,Positive
4,excellent service room attendants lobby personnelthe rooms clean spacious strong wifi signal great breakfast buffeteverything greati cant think anything improve,0.9099,Positive
3,whenever go cebu particularly lahug park area book hotel pretty convenient near go improve free breakfast served stayed 4 days practically set meals 4 days know free hope put bit creativity new meals least every day curb intersects main street near waterfront signage security risk walkway suddenly disappears one needs walk near road turn right pedestrian crossing spot night time becomes blind spot safety hazard especially foreigners dont know much philippine traffic behavior pedestrian nuances please find way people hotel see beforehand oncoming vehicles whether put concrete signage waterfront replace big enough walkway pedestrian concave mirrors creative take heed another one hard cross stree waterfron park would possible put security guards concierge whos task assist guest crossing street also coordinate city government put pedestrian stop light busy junction almost 3 years still nothing changed matter consideration,0.9644,Positive
4,4th stay hotel enjoyed stay rebooked stay time 1st stay 5 nights decided stay another week however would like say times taxis especially around 7am office hours many times walk main road get taxi wife get work time daily raining real pain question flashing blue taxi light entrances controlled main door concierge like hotels asian countriesotherwise overall good stay thanks back,0.8689,Positive
2,exhaust working aircon still cold even turned adjusted available atm hotel casino room service takes hours delivered max 30mins became 45mins,-0.296,Negative
3,4th breakfast restaurant cockroach glass inform supervisor said sorry replace glass water losses appetite left move mandarin hotel,-0.4588,Negative
4,nice first time experience hotel first impression would last foreverit indeed nice stay went cebu relaxation achieved relaxation hotel love going malls go anymore contended relation inside water front hotel,0.9552,Positive
4,keep quality standards good service valued guestsmore entertainments night party people guests add excitements funthank excellent hospitality,0.9545,Positive
4,stayed four nights good experience used nonsmoking room didnt feel smell smoking great service mans kuyah philippine nice however front desk quys blunt unsociable need careful u feel uncomfortable request different guy check provoking attitude changed quickly outdoor pool great enjoy swimming people compared size pool maybe guess customer usually enjoy life gambling hotel shopping near big malls water activities near island whatever good gym facilities clean well equipped also emergency pharmacy nurse free used service remove pains caused jelly fish diving nurse gave one pill anti histamine remove allergy jelly fish good little bit sleepy one best things get taxi easily every taxi drivers knows hotel well preferred go hotel great customers didnt rent car ah particular rule guest included friends stay hotel usually dinner time u want invite guest ur room u need pay one thousand peso around 235 usd per guest rule suck inviting friends staying different places drink together,0.9917,Positive
3,crew impolite dont even try greet make guest feel welcome hotel event ballroom area food bad ordinary didnt expect 4 star hotel way serve us almost 11 pm already still long crowded line able get plate spoon pork another 30 minutes get food another table worst thing dont good presentable food us anymore settle small left food platter us able eat asked drinks waiter crew hotel tired bring request even hard tired request one friend almost choke already hungry 12 midnight already dinnerwhen went line drinks insulted waiter assign drinks get one glass might lying lang daw say 3 person truth ourself onlyexcuse sir drinks lang po yan para ipang nakaw pa naminand playing every food drinks took ate hoteland us still line drinks baka next day pa kami makakainum nyan absolutely disappointed service hotel different 5 star hotel already never humiliated like experience waterfront,-0.9807,Negative
4,attended event husband indeed dream come true since also celebrating post 15th year wedding anniversary staff accommodating place elegant rooms restaurant good,0.926,Positive
4,ash tray smoking space outside main entrance stay singapore strictry prohibitted smoke ashhtray smoking space anywhere think smorking keeps mind calmno ashtray stress,-0.4215,Negative
5,awesome hotel location great easy access place easy transportation taxi hotel lobby nice casino tight security beforeat entrance hotel overall stay excellent staying hotel next tripread,0.9719,Positive
4,enjoy stay hotel hotel accommodations considering staff accommodating helpful room clean daily attended restaurants inside hotel good keep,0.891,Positive
4,stay hotel grand staff accommodating services good though event like much food served service time good well,0.9081,Positive
2,two problems hotel checkin checkout took 40 minutes second line need make process efficient also enjoy showering dirty water second night issues pipes took hour fix called front desk regarding problem receptionist answered rude manner rather apologetic made feel like fault incident image pretty embarrassing hotel considering big week since lot apec delegates staying hotel would recommend hotel,-0.34,Negative
4,hotel accommodation considering hectic schedule apec activities staff accommodating helpful room clean daily attended restaurants inside hotel good,0.8126,Positive
3,hotel looks like 5 start room decoration windows dish cannot opened bathroom opened hot water seems tap cough long time withouth using 3 stars hotel,0.3612,Positive
2,parking lot well lighted areas secured chained lobby huge great ambiencethe business conference shows area big business product displays set company parties balls held well conferences boxing events room smells old good repaint job wardrobe doors shower toilet area small personal kits small shampoo tubes toothbrush kit rasor kit slippers made thin white clothing material easily curl feet carpet tv set times responsive need turn checking queue organized took long time check get lost inside parking lot ride signs confusingread morethis review subjective opinion tripadvisor member tripadvisor llc tripadvisor performs checks reviews part industryleading trust safety standards read transparency report learn more0response arnelaparis public relations manager waterfront cebu city hotel casinoresponded sep 14 2015dear tito b warm greetings waterfront cebu city hotel casino behalf management staff waterfront cebu city hotel casino wish express sincerest apologies inconvenience youve experienced stay us regarding concerns already raised concerns higher management immediate corrective actions may done accordingly thank much sharing review usthese encouraged us take extra measures improve systems services continue delight guests hope merits understanding may enjoy rest day truly arnel v aparis marketing communications managerread morereport response inappropriatethis response subjective opinion management representative tripadvisor llc,0.9953,Positive
4,renew equipments bathroom installation new toilet jet spray bathroom alsothe hotel care customer using using razor supply requirement,0.4939,Positive
3,leaking pipe ceiling stay great ms antoniette helpful chinese restaurant hotels gourmet walk served worlds awful salt pepper squid dish according ph cabinet official,0.5994,Positive
3,business trip chose hotel near park overnight stay got room right behind elevator shaft room 620 every time elevator passes 6th floor hear thundering sound annoying room clean bathroom needs maintenance bit disappointing considering waterfront hotel good stayed night,-0.0772,Negative
3,hotel room assigned quite old clean hotel slippers ask taxi stands available taxis guests wait taxi arrives,0.4549,Positive
4,room 1522 takes countless minutes front desk checking reason bunch japanese numbers processing individual bill quite slow tedious since transaction take long hoping front desk informs transfer another line way queue line quite long also suggestion rush hour check time open desk check outactually japanese tourist apologies inconvenience think done front desk officerthanksread,0.0772,Positive
3,old good hotel good location thing lets place infuriatingly inconsistent wifi particularly lobby lounge hotel would better without wifi offer service gets guests angry also told ironing board iron available 30 minutes time admittedly complained left room duration stay policy dumb hotel caters lot business clients,-0.0534,Negative
5,overall satisfied stay waterfront hotel service friendly helpful accommodations comfortable wellmaintained hotel bit dated also shows rooms good job maintaining quality,0.9325,Positive
4,would like point positive experience duty manger miss camla understanding accommodating concerns needs due hotel websites failure allow booking using promo code currently offer assisted made sure still enjoyed stay compensating honoring promo,0.9001,Positive
5,personnels entrance front desk concierge courteous polite accommodating pleasing personalities respectful always wearing smiles guest hotel many times past years never disappointed truly home cebua home away home,0.9177,Positive
2,line sooo long apec check check effort speed add counters people manning counters slow took 1 hour check,0.0,Neutral
5,waterfront cebu city hotel casino kindly confortable conference supports lodging apec meetingif revisit philipine cebu would like relodging waterfront cebu city hotel casino,0.802,Positive
4,staff accommodating friendly willing help whatever way possible impress food choices hotel allowed us enjoy new dishes also eat comfort food felt like,0.9432,Positive
4,tagged along husband one trips cebu stayed hotel big relatively old hospitality cebu known seen soon enter premises room spacious asked transferred room king sized bed instead 2 double beds 2nd night gladly obliged special shoutout mr jason concierge helpful baggage helping pack pasalubong box wont smell theres also duty free outlet inside mall buy discounted imported clothes bags perfumes wasnt able look casino restaurants inside hotel quite handful also getting taxi easy since lot taxis dropping passengers time,0.9382,Positive
5,worm hospitltiy worker hotel plus location whats make waterfrnt hotel greet hope chang carpet room cerameak carpit harm health agreat hotel,0.1779,Positive
3,surprised expensive claims check front drinking wrong refrigerator waterin front good choose non smoking roomsit good air conditioning room control,0.5574,Positive
3,hotel come age although features kept pristine essential amenities always present 5star hotel bidets lacking tea substandard stationery pens available facade awesome especially night room interior needs leveling,0.6249,Positive
3,excellent renovations done recently hotels amenities cleanliness halls rooms improved lot since last stayed 2012 horrible customer service remember housekeeping front desk restaurant staff seemed held low performance standards housekeeping staff ignore attempts help environment follow instructions hang towels need replaced change anyway get room night set thermostat 10 degreesnot environmentfriendly got call housekeeping around 2am confirming asking new towel ask new towels dialed wrong room number small error awoke badly needed sleep front desk clerk annoyed complained bad internet everyone else meeting complaining said im one complained advise turn device even error message indicated network cable reconnected generously offered call tech person onsite tech person site person insisting problem system device note read error message getting network cable connectedetc yet insisting problem iphone macbook colleague nz nut allergies asked restaurant server whether dish order nuts asked three times three times server said nuts food served one bite started getting rashes dish nuts checking slow miserable two staff serving cue one said staff would report 7am never smiling didnt answer questions seemed annoyed expecting efficiency glad leave,-0.9866,Negative
5,old client waterfront aware excellent service already waterfront notified definitely looking forward next stay waterfrony wither business pleasure,0.8779,Positive
3,nice hotel reasonable price breakfast gym great traffic area little bad takes long time travel back even far away staff professional polite stay,0.5709,Positive
3,hotel excellent conference area rooms restaurants good standard variety breakfast dishes early opening time outstanding wifi connection work excellent parts hotel however connectivity internet poor available slow nowadays business time availability good internet connection absolute nessessity,0.9337,Positive
4,overall hotel awesome however experience doesnt seem much personal touch breakfast buffet wide variety food option however better food warmer moreover exterior design hotel grand better interior design room improved,0.9531,Positive
4,stay every time visit cebu convenient us like play casino close everything staff really nice feel like home close ayala mall many resto around,0.8588,Positive
2,checked room 3 adults 1 child gave us room 2 single beds told us kasya naman masikip lang room maintained 24 degrees cannot adjust though control eill go back 24 degrees check took long room available though arrived past 2 check 2pm wanted repair aircon checked room bring guest thu sat breakfast two days,0.0,Neutral
4,hotel service excellent facade lobby structurally beautiful breakfast buffet wide variety food options room rates reasonable enough considering luxurious appearance hotel overall hotel experience almost perfecti say almost one thing important missing bidet toilet,0.7927,Positive
4,hotel recommended friend yes would say waterfront nice place stay relax unwind recommend place want stay nice decent hotel yet good value money,0.9694,Positive
5,genuinely enjoyed stay waterfront great place stay enjoy time restaurant food delicious good selection choose concierge bell hops attentive willing assist first visit cebu felt right home well taken care,0.9702,Positive
5,booked waterfront cebu city hotel casino august experience truly wonderful minor suggestions like putting bidet inconvenient bidet comfort room also since early check flight schedule expecting immediately leave hotel unfortunately front desk officer seems confuse needs accomplish first hope alert vigilant regard needs customer like urgency,0.9413,Positive
5,hotel twice must say everything need like room dining area staff area also courteous polite relaxing place youre away home,0.8402,Positive
4,room furniture fixtures need changed outdated buffet breakfast wide variety dont take taxi walk good 10 minutes go highway ride public transportation,0.4404,Positive
5,stayed hotel separate holiday vacations twice year last 3 years meets expectations large hotel lobby creates lively atmosphere casino adds interest entertainment excitement even dont gamble,0.9413,Positive
5,constantly air conditioned foyer piped music friendly bell hops restaurant staff blue sports suits make appear like 1980s gymnastics display team waterfront hotel needs visited understood food generally excellent staff friendly rooms basic well equipped even large casino would stay back cebu,0.9287,Positive
5,second time time found friendly clean pleasant stay would certainly recommend hotel anyone going cebu philippines staff credit hotel,0.9403,Positive
3,used come waterfront several years ago used like guess hotel either needs improvment cheaper wonder ur forcing review write letters,0.3612,Positive
4,room accomodation quiet good people around professional courteous accomodating room servicing clean date food room service needs improvements experienced food order arrive hour,0.8807,Positive
5,stayed almost 6 weeks loved hotel especially hotel food wonderful service breakfast buffet worldclass quality service dinner buffet equally terrific food beverage manager top everything major asset hotel highly recommend hotel,0.95,Positive
3,terrible smell enter room phone operator didnt solve problem go downstairs front desk change another room immediately taxi pick ups said,-0.3472,Negative
4,attended conference convention centre hotel stayed 4 nights excellent convention facilities food also good hotel lots options close big shopping malls stayed ambassador club floor access club lounge great place relax every evening complimentary drinks snacks,0.9477,Positive
4,overall review hotel good improve guest reception room service respond faster request guests also faster processing receipt customers,0.7003,Positive
5,excellent service round time arrived till time left well taken care nothing problem staff always polite helpful using future 5 stars,0.9195,Positive
5,location great although didnt use casino wanted hotel lahug restaurants could choose type food fancied chinese japanese italian could something delivered outside restaurant best part shuttle shopping center although taxis bad probably 100 pesos safer travel shuttle close area call centers anytime night people didnt feel unsafe although pay careful hotel getting old could use new carpets think dust mites carpet otherwise ambiance special quite grand,0.9299,Positive
1,ask clean room poorly put new stock bathroom cleaning toilet overall standard rooms ok big enough,0.5994,Positive
5,particularly enjoyed buffets restaurant uno althought consider coloured glases water tables rather indadequatedthe first day needed work room hanged donotdisturb label untill 11 went stairs room cleaned whole day neither next morning ask service,0.5563,Positive
5,room brilliant cozy corteous attendats location accessible perks around city casino additional highlight leisure time suggest offer free water juice coffee like casinoes manila book hotel soon come back cebu,0.9001,Positive
3,stay good stay much hotel business trip overall ok breakfast satisfying stayed one day im sure would really nice one,0.9099,Positive
5,everything excellent except clinic staff aug 11 6am made go stairs absentmindedness feeling well treatment indeed disappointing,0.4767,Positive
2,bad stay hotel stingy rooms normal cuisine ordinary breakfast average service quality plus point front airport else nothing great hotel,-0.8553,Negative
4,nothing praise hotel besides slow check staff slow mode food nice well presented pool area amazing outdated casino small manageable location ok also taxis usual pain lots nice cafes around executive room nice,0.851,Positive
5,hotel full arrived put ambassador club top floor cant complain free drinks food day complimentary alcohol 57 free business lounge use friendly staff hotel nice atmosphere suites large clean complimentary breakfast buffet good fresh dinner buffet pool clean never busy even offer postage service definitely return hereread,0.9666,Positive
4,room spacious comfortable bed cool smoke free areasbathroom lighting little low shower bathtub combination bottom tube shaped like u difficult stand also tub elevated literally climb inside made nimbleparking place looks like castle roadway similar airport security gate check points get various roads lead check parking restaurants etc tried drive stop check got car security told could leave car check choices drop baggage concierge drive back around complex parking lot varlet parking choose drop bags park parking goes several layers underground requires winding way many staircases get check desk check desk busy place waited 20 minutes get desk 1 pm told come back 2 pm check time time came back hotel given new parking ticket taken check desk 10 30 min wait time signed one people food several restaurants serve many varieties food morning buffet breakfast good try set asian cultures agreed buffet best philippine hotelsread,0.9516,Positive
1,group terrible experience waterfront cebu city hotel casino beginning till end started airport pick waited long time van none booked us specific instructions email bit frustrating tired previous event evening prior trip cebu room dusty foul smell like mold tired switch rooms report housekeeping fastforward check problem billing since lot us company booked event reason person front desk charged everything account without knowledge imagine hustle checking thats top van arranged us check booked days arrive terrible terrible,-0.9531,Negative
2,2 adults 1 child stayed one night resort 3 years ago previous stay great lobby renovated however rooms dire need samehopefully management take steps improve service,0.6249,Positive
4,hotel restaurants ground floor duty free casino lobby spacious nice high ceiling breakfast good rooms view city comfortable service also good,0.936,Positive
4,spent weekend june really enjoyed hotels different facilities like casino restaurants rooms pretty good well hotel recommend want live middle cebu city still want luxury,0.9468,Positive
4,used stay hotel cousine last may really like spend two nights room confortable staff friendly easy move visit cebu hotel,0.8357,Positive
5,cant deny hotel nice hotel staffs helpful husband fiance time stayed requested flower vase minutes brought room checkin checkout smooth took minutes food delicious cant eat much lol room nice spacious like best cleaner guard basement area helpful giving us direction going us consulate office bad didnt get names,0.8919,Positive
4,spent 5 notes hotel breakfast buffet good egg pancake station fresh fruit huge selection korean items select room pool quiet alcohol prices high places expected hotel,0.7579,Positive
5,lobby huge theres plenty room relax sofa watch band play dont need go loud bars listen band late night theres lots great restaurants inside casino hotel also shopping like duty free also like spend money gambling thats place go really like place plan visit go back cebu city,0.9666,Positive
5,overnight stay waterfront hotel lahug last june 20 2015 cebu city check process fast front desk friendly ambassador suite quite big bed comfortable clean hotel situated near techno park get tired hotel food plenty around ayala sm short taxi ride highly recommended,0.8251,Positive
4,stayed wifes sociocivic groups lions convention rooms big nice variety food choices breakfast wide good though service needs efficient casino second floor tempting didint play location near restaurants ayala park overall 4 stars nice hotel pricey perfect needs want,0.9493,Positive
4,visited 4 days staff checkin great helpful room expectations clean comfortable good water pressure shower lobby cafe bar good snack coffee drink latethe food service function main ballroom goodoverall great experienceread,0.967,Positive
4,impressive massive hotel central cebu city several restaurants lounges available selection port restaurant eat seafood buffet nice kids fairly cheap 350p eat lunch bad bars pool casino kinda like resort citythe rooms largest bathrooms dated well general decor chips furniture etc still one better hotels cebu,0.8319,Positive
2,internet tv work prices high thats side good side food good staff friendly helpful right problem service,0.8442,Positive
5,nice hotel breakfast buffet great hotel great location staff extremely welcoming attentive rooms well kept casino inside well want try luck close ayala center stay,0.967,Positive
4,missing staying castle looking hotel cebu buffet uno greateverything got big room bathtub bidet ambiance amazing except night lobby smells like smoke everywhere bcoz theres casino inside still recommend hotel cebu,0.7717,Positive
3,stay hotel always choice location located aross park banks drug store 24 7 fastfood joint booms like mushroom also house cheap buffet located outside garden ground hotel entrance main street going ro lobby expect good cheese plater breakfast buffetits sothe spread potion chinese asia portion semi filipino american unfortunately danggit famous cebu dried fish mango fruit made cebu famous present spread rooms consider big comfortable casino open 24 7,0.7506,Positive
4,big plus hotel location right across airport arrived cebu late night 10 pm room ready party time said checkin process quick courteous fashion drink two bar club took taxi around town night stayed two nightsdid chance use amenities like gym pool primarily cebu night life checkout breeze catching flight across street nice,0.93,Positive
3,casino free bargaining chip playing dont much interested loss short time ha however room price ok breakfast location also bad good short stay,0.7785,Positive
4,minutes walk park 24 hour restaurantsexcellent facilities beautifully renovated lobby guest rooms outdatedstaff excellent helpful dependablemy personal thanks terrence conciergeread,0.9217,Positive
4,great place stay although dont gamble restaurants good breakfast buffet would consider ample choices grill area complex breakfast eggs area order type cooked eggs liking western style fresh coconut available every morning also nice treat,0.9041,Positive
5,staff great friendly courteous overall excellent team never regretted choosing hotel venue international conference love spaciousness lobby function rooms hallways uno restaurant offers satisfying selection breakfast food would stay next visit,0.9744,Positive
3,4 star hotel near sm mall raddison hotel weak point hotel poor breakfast arrangement breakfast room os small amount guest hotel hold music loud fitting breakfast buffet offered little choice especially four star hotel rooms good wifi also good rest complaints,-0.4404,Negative
5,family immensely enjoyed vast variety dinner buffet uno next day breakfast superb waiter suggested coconut drink would deny pool house nice check smooth courteous friendly staff problem flagging taxi stone throw away definitely back,0.936,Positive
4,room decent size price friday sunday stay chose hotel location minutes ayala across park however grabbing taxi chore since convention taxi line supposedly across entrance however taxis dropping passengers would stop door would pick passengers instead taxi line clear line sense order taxi line decent hotel prepared wait conventions,0.3182,Positive
3,frills hotel located heart cebu would recommend first timers city good long stay good breakfast swimming pool bit outdated gym quite modern updated would love go back,0.91,Positive
4,third time stay beach thing stay hotel near malls reataurants love wide variety breakfast clean spacious rooms casino pool entertainment spa helpfull friendly staff huge lounge convenient location city definitely stay,0.9509,Positive
3,good location hotel clean near sm cebu ayala centre good value money swimming pool okgood family holiday receptionist smiling many restaurant choose,0.9393,Positive
1,made wait room 2 hours even though arrived 145pm attempts give us another room made demanded given room already clean else well cancel reservation terrible front desk personnel training making guests feel welcome,0.2023,Positive
4,waterfront good businessmans hotel complete amenities hotel staff efficient helpful lot variety cafe uno love serve fresh fruits juices would come back another relaxing stay cebu,0.9531,Positive
3,invited friend works singapore myanmar meeting cebu waterfront called someone asked one sales rep contact made reservation specifically asked time th check told 12nn friend arrived singapore 2pm hotel around 3 pm room isnt available went ayala ad 6pm went back waterfront find room isnt available went went back past 8pm check thing happened following day arrived 9am decided wait told 1112nn check called told room cleaned 2 hour room still inset available hour sleep prior cebu trip got check 4pmi sure refer foreign guest guest,0.8271,Positive
1,rooms old bathrooms comparable 1 star hotel prices worth value rooms feels dirty beds like 10 centuries ago pillows old feels like hasnt change decades,0.6597,Positive
5,stayed hotel many times never disappointed stay sure excellent service boys girls cafe uno reymar clar outstanding suggest bring back ensaymada pandesal breakfast buffet missing new set,0.7959,Positive
2,room dated food expensive swimming pool fantastic highlight stay bathroom old wood trims decaying looks much better website bathroom small well dissapointing stay,0.8074,Positive
4,lobby awesome acoustic music okay smell smoke overwhelming room little back time bathroom side staff friendly professional checkin quick love location close anything need,0.926,Positive
5,hotel good survise toilet didnt work survise man came quickly fixed think survise hotel really great good location go mall pire taxi cheapabout 100 peso,0.8805,Positive
5,love hotel keep good work consistently excellent place stay great location check check handled efficientlythe breakfast uno wonderful rooms good comfortable beds usual facilities tea coffee facilities safe minibar lobby area large good ambience great selection restaurants hotel short taxi ride away excellent restaurants design centre cebu abaca group would stay anywhere else whilst cebu,0.9902,Positive
2,stayed coming plantation bay stark contrast terms overall service hospitality frontdesk hard time locating reservation made feel like fault clearly confirmation e mail check given card complimentary shuttle ayala mall shuttle arrive pick point,0.6124,Positive
4,ive 2 nightsthe room really nice cleanreally big lot spacei like pool also greate gymthe staff kind professionallalso nice place eat inside hotelthe thing dont recomend food service room,0.9019,Positive
5,excellent stay vacation staff members extraordinarily accommodating facilities par rest industry room clean tidy room service prompt staff members generously polite food great hotels location strategically accessible generally feel relaxed rejuvenated stay hotel,0.9477,Positive
4,good value hotel good price location goodits short cheap taxi ride anywhere city small problem shower bath could bit cleaner especially metal chrome work shower units would stay,0.7351,Positive
4,well organized hotel along casino good room service would love stay hotel 4 hotel looks like purely 5 ambience rooms well managed absolutely worth stay,0.9324,Positive
5,check breeze bellman corteous room 15th floor great view bath spacious buffet breakfast variety choices overall excellent stay would certainly come back stay,0.8807,Positive
4,stayed one night lovely hotel left wanting come back stay least one week first reception staff super efficient polite wed flown late almost 22hrs traveling delighted extra care service given room spotless large bar food reasonable price fantastic service buffet breakfast ten ten quality variety great hotel,0.9762,Positive
5,fancy looking place everything works wellmaybe bit expensive stay longer like 4 weeks make deal themi got room 2300 php per night normal price standard room 3600 phpdont buy food water anything hotelinstead walk park 100 meters awayyou find everything need 10 times cheaper pricesof course first need cross salinas drive alive drivers philippines total aholes wont bother brake pedestrians,0.7299,Positive
4,many times hotel great dispite looks little old fashion outside pool ok areas around need maintainance breakfast buffet good used beyou shops casino nice resturants staff serviceminded helpfulread,0.9001,Positive
3,ive back forth hotel since 2008 work night shift last march 7 checked asked check late manager c l b last name allowed stay late 5pm without charge rm 1025 flight 10pm finished work thankful still rest sleep bit flight last saturday 11am1230pm asked request receptionist sen could recall name nameplate remember face asked last late checkout request found told maybe forgot charge rude comment went back room 1014 got php1 000 paid late checkout strive consistency loyalty customers please train receptionists customer service,0.7579,Positive
3,stayed one night beautiful hotel really beautiful however customer service left cold welcoming one offered take bags room feeling got girl reception something like bored job passion people service dead long till go homefor cebu prices expensive found service quest hotel strong contrast waterfront guess staying next rightnot waterfront,0.9274,Positive
1,arrived none staff even welcome bell boy didnt get laggauge didnt open door none even greeted welcome arrival took hours hours complete checkin process front desk staff didnt even look eye conversing didnt even ask trip room old shower head busted ternet connection slow bar except inside casino smells like ashtray restaurant casino waiters attentive sitting people playing slot machine rather looking guests restaurant worst part staff hotel gives treatment local filipinos foreigners staff pay close attention prostitutes going maybe get commission security relax go without someone checking bring inside,-0.3968,Negative
5,great experience enjoyed stay location great staff nice definetly come back took reallt good care us hope continue good service,0.9781,Positive
5,hotel nice daily free shuttle service added bonus free daily buffet excellentlove food couldnt find booking first put us smoking floor okay,0.93,Positive
4,customer waterfront 17 years etch visit stay long time last 3 years found food good breakfast diner chef good hope care check important,0.9136,Positive
3,booked date earlier 1 week upon arriving hotel front desk officer told us wait 230245p room still available still wait clean upi thought room reserved 2pm check followed bit tired came around 115pm havent felt hospitality expected based reviews told comeback approach 3pmmy husband travelers hotel somehow different negative way trip already asked beforehand abt tours could plan budget going cebuupon calling hotel transferred 5 times different local nos one answered questionthey keep telling call waterfront lahug inquirewhich long distancewhat must list travel agencies emails contact nos easy forme inquire advising call cebu long distance rate first tym encounter kind servicei ended searching internet know travel agencies affiliated even got email address thru net,0.34,Positive
5,room amazing everything clean everyone friendly professional choices restaurants hotel wonderful buffet chinese italian japanese pastry shop duty free shop casino dont leave hotel unless want go site seeing shop nearby ayala mall located dwight next park restaurants coffee shops open 24hrs great location wonderful ambiance truly relaxed enjoyed every minute stay 100 times better marco polo hotel 5 star hotel,0.9893,Positive
5,fantastic hotel amenities could want us happy american consulate right hotel would recommend hotel anybody,0.8779,Positive
5,first trip cebu made exquisite choice waterfront hotel location facilities service superb love way needs responded staff went way assist us love food uno restaurantthank,0.926,Positive
5,always come back hotel one mactan airport whenever get chance visit cebu city professional service flawless attention details beyond ordinary mention location conveniences extra stuff please outstanding,0.891,Positive
3,room booked quite pretty honest huge room separate living area updated felt comfortable check process ridiculous enough said staff need bit attentive chat one another front guests food great hotel good range decent prices hotel alright short stay,0.9609,Positive
4,spent chinese new year holidays hotel good festive entertainments like lion dragon dances beautiful fireworks 18 2 15overall stay enjoyable room spacious clean hotel staff friendly helpful daily buffet breakfast good varieties location hotel convenient shopping mall nearby eaterieson next trip cebu back,0.9844,Positive
4,despite close proximity airport quiet hotel noise airport welcome friendly welcoming rooms quiet spacious good facilities evening meal breakfast good plenty variety suit tastes would definitely recommend hotel transiting airport definitely using,0.9674,Positive
5,hotel properly maintained hotel staff friendly room stayed spacious clean ambiance nice room located 17th floor nice view cebu city overall good experience staying hotel food hotel restaurants including room service also excellent keep good work good maintenance,0.9716,Positive
3,hotel various restaurants would love dine great pool gym duty free casino spacious lobby expect busy perfect groups location central big roomssizes,0.9468,Positive
5,overall nice stay nice interior accessibility food great worth price one downside though ordered food room service man taking orders told 20 minutes took 1 hour 15 mins wasnt able follow busy checking emails heard tummy rumbling room 1239,0.8625,Positive
4,like formal atmosphere hotel traditional polish looks imposing visited grand ballroom reminisced beautiful golden wedding anniversary parents 2000 celebrated hotel service good definitely recommend hotel relatives friends,0.9716,Positive
5,regularly stay waterfront cebu city hotel casino hotel meets expectations except one minor thing recently trees provided shade removed pool area conjunction landscape upgrade least umbrellas needed deck chairs around pool everyone likes bake sun main building provides shade couple deck chairs morning shade afternoon sun moves west,0.4215,Positive
5,wonderful experience hotel part big traveling group stayed couple nights facilities services topnotch give good value money definitely worth considering return trips cebu city,0.9118,Positive
4,family loved stay place secure lots eating places nearby staffs friendly polite problem stay definitely back,0.8591,Positive
4,stayed almost two weeks waterfront definitely go ive recently tryed several hotels quiet good waterfront convinced location near ayala actually walking distance even though waterfront hotel offers free pick drop service ayala sm pretty helpfull ask front desk scheduleas say waterfront would first choice next trip cebu,0.9136,Positive
4,fiance stayed 2 nights must admit loved big old school majestic feel hotelyou reminded old vegas staff nice helpful always smiling room stayed nice clean even age really could tell upkeep hotel excellent well landscaping pool area immaculate opinion though family hotel casino brings certain element people see working girls hotel must know itwe could pick second stuff bother hotel winner breakfast buffet excellent well overall great stay,0.9891,Positive
4,hotel beautiful rooms great rooms inexpensive make inflated cost things inside hotel book tours tour desk charge double go mall book online restaurants overpriced walk across street hotel find plenty places reasonable price casino great everyone friendly helpful,0.959,Positive
4,title says hotel lives reputation everything done make guest comfortable welcome goodies buffet breakfast try cebustyle pancit breakfast buffet uno delicious good variety restaurants hotel catering multinational taste go stroll try luck casino filipino hotel also stones throw away bustling park business district lots fast food cafe restaurant chains,0.9423,Positive
4,hotel offers choice different restaurants visit concert enjoy time casino go fitness swim pole room clean staff helpful friendly last week visit weekend march visit mactan location,0.9186,Positive
3,happy upon check since charge items ref replaced water soda noodles use items friday night replaced sat im hotel 3x year think would last california id still left front desk 16 feb due dissatisfaction p u id come back easter pick renewed us passport well staying somewhere else probably marriott,0.3818,Positive
5,nice ambiance centrally located needs improvement wifi surprised know gate pass checkout despite collect deposit avoided rest things fine recommend stay,0.9008,Positive
4,great travel waterfront cebu city hotelthe advantages service location soso back place thank much againsee next yearread,0.8442,Positive
4,hotel room location breakfast nice though could better bath tub videt complementary slippers nice location walking distance plaza nice restaurants,0.8834,Positive
