Author,Review Date,Rating,Title,Review Text,Date of Stay,Trip Type
Mathilda B,Nov 2023,4.0 of 5 bubbles,An amazing time ,"I stayed at the hotel for 3 nights and absolutely loved every second of it. The room was nicely furnished with functional furniture. The bed was very comfortable and the room came equipped with a mini fridge which i think is great when you have such hot weather. I ate both at the rooftop bar and breakfast area and room service - i have nothing bad to say, service was excellent. A big thank you to Angelica and Jun (waitress and water), Cheff Wape and Dardy for making the food delicious. Plisken hade excellent care for breakfast as supervisor and to Nicole as e-receptionist. You all made my stay wonderfully. I would definitely recommend this hotel!",November 2023,NA
Getaway50002737257,Nov 2023,5.0 of 5 bubbles,Wow,"Best experience, very accommodating staff esp. Miss MJ (very pretty btw) during our breakfast. The atmosphere esp. the decorations the rooms was relaxing. We will sure recommend and share our best experiences during our stay at the Hotel to my friends. Daghang Salamat ♥",November 2023,NA
Maria I,Nov 2023,5.0 of 5 bubbles,Very nice place... ,"Very nice room,  food is  good, and  the server  is very hospital able, supervisor plisken, angelica, Jun, Vilma, mj, and receptionist Nicole. Location accessible, set up is very good and ambiance is kind of cozy and home",November 2023,NA
Camper57215737673,Nov 2023,5.0 of 5 bubbles,Excellent service hcqfe,Accessible to transport/ staff is very accommodating  to mention Jake as receptionist Angelica Vilma  Lovely  as waitress are very nice who entertain clients/visitors   responsible in their respective job assignments. Foods is delicious. Thanks to the hotel chef Wabe  Dandy,November 2023,NA
Ton L,Nov 2023,5.0 of 5 bubbles,H cafe service,"Ande, wilma,mj and everyone was so accomodating during our stay in the hotel. Food was delish as well. Kudos to harolds hotel in cebu city! Breakfast buffet was nice all in all, we enjoyed the foods, promo prices as well .",October 2023,NA
Ruel Jose C,Nov 2023,5.0 of 5 bubbles,Hcafe service,"Good location, very good set up, delicious food, accomodating  aproachable. hcafe staffs very approachable esp Angelica we have  very good breakfast nice food, Very comfortable place we sleep comfortable",October 2023,NA
antjuben e,Nov 2023,5.0 of 5 bubbles,Hospitable and accomodating,"The room felt at home, free kit and shower materials, complete beddings provided, with tv plug for charging gadget, lights are easy to switch on and off, And clean ambianceStaff and crew are accomodating esp. Ms MJ entertain with us in buffet area. Thanks",November 2023,NA
Guide43074654296,Nov 2023,5.0 of 5 bubbles,Hcafe Service,"Location is very far from the airport but the hotel is cozy and  the receptionist was very helpful. The food is delicious. Thank you to chef Wabe, and Dandy for the foods. Staffs from restaurant is really accomodating and friendly especially to Angelica, Vilma and Yana.",November 2023,NA
Venture45576915835,Nov 2023,5.0 of 5 bubbles,Excellent service Hcafe,"The accommodations are excellent. The foods are very yummy and nutritious. Thank you to all the staff . Angelica,Jun,Chef Chiro sa egg omelette, Chef Boy, Chef Dandy Chef Wabe, and the very accommodating OJT Ethelyn. The stirred fried veggies is one of our favorite likewise  the fish filletOver all experience is Excellent 👍",November 2023,NA
ron P,Nov 2023,5.0 of 5 bubbles,Absolutely  Reccomend.  ,Excellent  Hotel .was absolutely  satisfied .  Staff are wonderful  friendly  and professional.  Rhino in reception  Angelica and Nicole  at breakfast  . I has best omelette  ever cooked by Chito . Very good buffet  breakfast . Room was spacious  well equipped  and spotless .  Highly reccomend..,October 2023,NA
Mathilda B,Nov 2023,4.0 of 5 bubbles,An amazing time ,"I stayed at the hotel for 3 nights and absolutely loved every second of it. The room was nicely furnished with functional furniture. The bed was very comfortable and the room came equipped with a mini fridge which i think is great when you have such hot weather. I ate both at the rooftop bar and breakfast area and room service - i have nothing bad to say, service was excellent. A big thank you to Angelica and Jun (waitress and water), Cheff Wape and Dardy for making the food delicious. Plisken hade excellent care for breakfast as supervisor and to Nicole as e-receptionist. You all made my stay wonderfully. I would definitely recommend this hotel!",November 2023,NA
Getaway50002737257,Nov 2023,5.0 of 5 bubbles,Wow,"Best experience, very accommodating staff esp. Miss MJ (very pretty btw) during our breakfast. The atmosphere esp. the decorations the rooms was relaxing. We will sure recommend and share our best experiences during our stay at the Hotel to my friends. Daghang Salamat ♥",November 2023,NA
Maria I,Nov 2023,5.0 of 5 bubbles,Very nice place... ,"Very nice room,  food is  good, and  the server  is very hospital able, supervisor plisken, angelica, Jun, Vilma, mj, and receptionist Nicole. Location accessible, set up is very good and ambiance is kind of cozy and home",November 2023,NA
Camper57215737673,Nov 2023,5.0 of 5 bubbles,Excellent service hcqfe,Accessible to transport/ staff is very accommodating  to mention Jake as receptionist Angelica Vilma  Lovely  as waitress are very nice who entertain clients/visitors   responsible in their respective job assignments. Foods is delicious. Thanks to the hotel chef Wabe  Dandy,November 2023,NA
Ton L,Nov 2023,5.0 of 5 bubbles,H cafe service,"Ande, wilma,mj and everyone was so accomodating during our stay in the hotel. Food was delish as well. Kudos to harolds hotel in cebu city! Breakfast buffet was nice all in all, we enjoyed the foods, promo prices as well .",October 2023,NA
Ruel Jose C,Nov 2023,5.0 of 5 bubbles,Hcafe service,"Good location, very good set up, delicious food, accomodating  aproachable. hcafe staffs very approachable esp Angelica we have  very good breakfast nice food, Very comfortable place we sleep comfortable",October 2023,NA
antjuben e,Nov 2023,5.0 of 5 bubbles,Hospitable and accomodating,"The room felt at home, free kit and shower materials, complete beddings provided, with tv plug for charging gadget, lights are easy to switch on and off, And clean ambianceStaff and crew are accomodating esp. Ms MJ entertain with us in buffet area. Thanks",November 2023,NA
Guide43074654296,Nov 2023,5.0 of 5 bubbles,Hcafe Service,"Location is very far from the airport but the hotel is cozy and  the receptionist was very helpful. The food is delicious. Thank you to chef Wabe, and Dandy for the foods. Staffs from restaurant is really accomodating and friendly especially to Angelica, Vilma and Yana.",November 2023,NA
Venture45576915835,Nov 2023,5.0 of 5 bubbles,Excellent service Hcafe,"The accommodations are excellent. The foods are very yummy and nutritious. Thank you to all the staff . Angelica,Jun,Chef Chiro sa egg omelette, Chef Boy, Chef Dandy Chef Wabe, and the very accommodating OJT Ethelyn. The stirred fried veggies is one of our favorite likewise  the fish filletOver all experience is Excellent 👍",November 2023,NA
ron P,Nov 2023,5.0 of 5 bubbles,Absolutely  Reccomend.  ,Excellent  Hotel .was absolutely  satisfied .  Staff are wonderful  friendly  and professional.  Rhino in reception  Angelica and Nicole  at breakfast  . I has best omelette  ever cooked by Chito . Very good buffet  breakfast . Room was spacious  well equipped  and spotless .  Highly reccomend..,October 2023,NA
Mathilda B,Nov 2023,4.0 of 5 bubbles,An amazing time ,"I stayed at the hotel for 3 nights and absolutely loved every second of it. The room was nicely furnished with functional furniture. The bed was very comfortable and the room came equipped with a mini fridge which i think is great when you have such hot weather. I ate both at the rooftop bar and breakfast area and room service - i have nothing bad to say, service was excellent. A big thank you to Angelica and Jun (waitress and water), Cheff Wape and Dardy for making the food delicious. Plisken hade excellent care for breakfast as supervisor and to Nicole as e-receptionist. You all made my stay wonderfully. I would definitely recommend this hotel!",November 2023,NA
Getaway50002737257,Nov 2023,5.0 of 5 bubbles,Wow,"Best experience, very accommodating staff esp. Miss MJ (very pretty btw) during our breakfast. The atmosphere esp. the decorations the rooms was relaxing. We will sure recommend and share our best experiences during our stay at the Hotel to my friends. Daghang Salamat ♥",November 2023,NA
Maria I,Nov 2023,5.0 of 5 bubbles,Very nice place... ,"Very nice room,  food is  good, and  the server  is very hospital able, supervisor plisken, angelica, Jun, Vilma, mj, and receptionist Nicole. Location accessible, set up is very good and ambiance is kind of cozy and home",November 2023,NA
Camper57215737673,Nov 2023,5.0 of 5 bubbles,Excellent service hcqfe,Accessible to transport/ staff is very accommodating  to mention Jake as receptionist Angelica Vilma  Lovely  as waitress are very nice who entertain clients/visitors   responsible in their respective job assignments. Foods is delicious. Thanks to the hotel chef Wabe  Dandy,November 2023,NA
Ton L,Nov 2023,5.0 of 5 bubbles,H cafe service,"Ande, wilma,mj and everyone was so accomodating during our stay in the hotel. Food was delish as well. Kudos to harolds hotel in cebu city! Breakfast buffet was nice all in all, we enjoyed the foods, promo prices as well .",October 2023,NA
